id,band,title,year
6663,11217,We Are the Void,2010
6664,11217,Construct,2013
6665,11217,Atoma,2016
6666,11220,Xenoginesis,2005
6667,11221,Beyond Gone,2014
6668,11222,Transcendental State of Absolute Suffering,2014
6669,11224,Mindseek,2004
6670,11224,Relief,2008
6671,11224,Entrainment,2013
6672,11225,Crossing the Light,2013
6673,11226,:Dawn of Dreams:,2003
6674,11228,Augür,2015
6675,11231,The Grand Continuum,2014
6676,11233,Violent Social Propaganda,2004
6677,11233,Hatred Is Purity,2007
6678,11233,Destruction Through the Advancement of Technology,2014
6679,11235,King's to You,2009
6680,11236,Confidential World of Lies,2005
6681,11236,Fear Yourself,2009
6682,11236,Near Death Experience,2012
6683,11236,Seeds of Desolation,2014
6684,11239,To Touch the Depths of Sorrow,2002
6685,11239,Lamia,2003
6686,11241,Massive Retaliation,2003
6687,11241,Unbeliever,2006
6688,11241,Built,2009
6689,11241,Realeyes,2013
6690,11241,Fear| Hate & Corruption,2016
6691,11242,Тёмный обряд,2014
6692,11243,Melancholia of a Dying World,1994
6693,11243,Shadowfields,1997
6694,11243,Evolution,1998
6695,11243,Cognitive Dissonance,2001
6696,11243,Amber: Skeletal Journeys Through the Void,2007
6697,11243,Inferno,2013
6698,11244,Fucking State,2000
6699,11244,Kaput,2002
6700,11244,Impulse 80,2005
6701,11244,Standing Wave,2010
6702,11244,Spreading the Absorption,2014
6703,11245,Dichotomy,2009
6704,11249,Legends of Brutality,2011
6705,11249,Crypts of the Unrotten,2012
6706,11249,Worship the Grave,2016
6707,11252,Descent,2007
6708,11252,Act III: The Dying Eve,2013
6709,11255,DayOne,2015
6710,11259,Victim No. 52,2004
6711,11259,Diagnosis,2007
6712,11259,Veniversum,2012
6713,11267,Stain of Disgrace,2011
6714,11267,Season of Withering,2013
6715,11267,Slaves to the Greed,2016
6716,11271,Creating Murderous Domain,2004
6717,11271,Disassociated from Reality,2008
6718,11272,Bloodline Detriment,2007
6719,11273,Towards Nothing...,2005
6720,11277,Taking the Fall,2000
6721,11279,Chains of Existence,2015
6722,11285,Deep Red Glow,1998
6723,11286,Dead of Night,2005
6724,11286,Till I'm Dead at All,2008
6725,11287,The Road to Heaven,2015
6726,11289,Teriak Siksa Bathin,2008
6727,11291,Endless Torment,2015
6728,11293,Collusion,1992
6729,11293,The Machine,1993
6730,11293,Thanatos Descends,1996
6731,11294,Remnant of Oblivion,2014
6732,11295,Stigma Eternal,2007
6733,11295,Mayhem Maniac Machine,2012
6734,11296,Hymns of the Sick,1998
6735,11296,Displaying the Art of Carnage,2006
6736,11297,See You on the Ground,2011
6737,11297,A View from Above,2013
6738,11298,Sanctity of Death,2014
6739,11300,Systematic Injury,2015
6740,11302,The Moltitude of Beings,2010
6741,11303,In Aliens We Trust,2015
6742,11306,Horror Vision,2009
6743,11306,Profanatik,2013
6744,11307,Misery Within,2010
6745,11307,As I Fade,2013
6746,11310,Oppressing the Silence,1996
6747,11311,Internal Demons,2009
6748,11311,Elite,2012
6749,11311,Point Zero Solution,2013
6750,11312,Synopsis of Sin,2003
6751,11312,Descend Dethrone,2006
6752,11312,Condemned to Darkness,2013
6753,11314,Chapter of Human End,2012
6754,11317,Avoid Reality,2015
6755,11318,Points of Illumination,2013
6756,11322,Stillborn,2006
6757,11324,Fragments of Perdition,2004
6758,11326,From Russia with Hate,2005
6759,11326,Madness 33,2007
6760,11328,Omniscient Universe,2012
6761,11329,Severed,1998
6762,11332,Frozen,1999
6763,11332,Statistics and Tragedy,2003
6764,11334,Sorrow| Face-Cut Immortal Mortal,1999
6765,11336,Re-Inventing Horror,2006
6766,11336,Re-Invent and Horrify,2006
6767,11337,From Death to Life,2001
6768,11338,Killing for Pleasure,2009
6769,11339,Blood Gore and Intense Violence,2006
6770,11340,A Story of My Western Borneo,2010
6771,11343,Eternally Deprecated,1999
6772,11343,The Prophecy,2006
6773,11343,Forging a Legacy,2014
6774,11345,The Diaries,2012
6775,11347,Homo Divisus,2007
6776,11348,Going Postal,2013
6777,11349,Architect,2013
6778,11350,Open Up and Swallow,2011
6779,11350,Chained in Blood,2013
6780,11352,Ungodly Violation,2013
6781,11353,The Secondary Quest: The Legend of Romancer,2000
6782,11353,Concentrate the Annihilation,2004
6783,11356,The Time to Be Immortal,2000
6784,11357,Deathmocracy,2013
6785,11359,18:03:20:888,2012
6786,11359,Factor Inside Destiny 640,2012
6787,11359,Senses Paramount Flowing into Darkness,2013
6788,11364,Solitary Confinement,2014
6789,11365,Decade of Deceit,2015
6790,11379,Phases of Dimensional Torture,2008
6791,11379,The Existence of Infinite Agony,2011
6792,11379,Malignant Resurrection of the Fallen Souls,2014
6793,11380,Inner Moonlight,2014
6794,11384,Decaying Recollections,2005
6795,11384,Ablaze All Shrines,2008
6796,11387,The Last Revelation of a Dying Breed,2012
6797,11389,To Provoke Genocide,2014
6798,11389,Dismantling the Decomposed Entities,2016
6799,11390,Entering the Celestial Ruins,2007
6800,11390,Anthems of an Empyreal Dominion,2010
6801,11390,Reign of Ungodly Creation,2014
6802,11391,Bound for the Chamber,2013
6803,11393,Decade,2012
6804,11396,Zombie,2007
6805,11399,Perverted Torments,2013
6806,11400,Intensified,2003
6807,11400,A Fallen Angel's Voice,2004
6808,11400,The Birth of Tragedy,2007
6809,11400,The Infinite Distance,2014
6810,11403,The Void of Un-Existence,2009
6811,11404,...and Time Begins,2003
6812,11404,Diminishing Between Worlds,2008
6813,11404,Polarity,2010
6814,11413,Prophetic Luster,2001
6815,11416,Fuck You| and Die!,2010
6816,11416,Able Archer 83,2012
6817,11416,The Perfection of Slavery,2015
6818,11417,Prelude to the Tragedy,2004
6819,11417,Psalms of the Moribund,2007
6820,11417,Chapters of Repugnance,2010
6821,11417,Passages into Deformity,2013
6822,11417,Disposal of the Dead / Dharmata,2016
6823,11420,Defenestrator,2016
6824,11422,The End of Beginning,2006
6825,11422,Era of Substitution,2012
6826,11422,Morbid Spiritual Illness,2015
6827,11424,Erupted Wrath,1999
6828,11424,Ugliness Revealed,2001
6829,11424,Divination,2003
6830,11424,In Crisis,2011
6831,11424,Towards Inevitable Ruin,2016
6832,11428,Revel in Madness,2011
6833,11429,The Dismal Ascension,2014
6834,11433,Dripping with Blood,2006
6835,11433,The Bone Collection,2007
6836,11433,Necrotic Nightmares,2008
6837,11433,Abused with Gods Blessing,2010
6838,11433,Created to Kill,2015
6839,11434,Infestation Begins...,2015
6840,11435,In the Wake of Pestilence,2013
6841,11435,Malediction,2016
6842,11438,Harapan dan Kenyataan,2003
6843,11439,Stench of Carnage,2011
6844,11446,Lost Torso Found,2006
6845,11450,Meat Exposition,2014
6846,11451,Prophecies Foretold,1998
6847,11451,Controlled Elite,2012
6848,11451,Beyond the Mind,2016
6849,11452,The Incomplete Man,2013
6850,11453,Apotheosis,2013
6851,11454,Imperio del dolor,2003
6852,11455,Insane,1997
6853,11455,Death Squad,2001
6854,11458,Emanation from Below,2006
6855,11458,Gospel of Maggots,2010
6856,11458,Demiurge of the Void,2011
6857,11458,Theodicy,2015
6858,11460,Elektronoid,2005
6859,11460,Preceptum Antimoralica,2012
6860,11462,A Day After Die...,2005
6861,11462,All These Years of Dying...,2009
6862,11463,Recolector de almas,2016
6863,11465,Psychodynamic Theory of Sadistic Perversion,2000
6864,11466,Project Earth,2014
6865,11467,Entity,2010
6866,11468,Ingurgitating Intestinal Rot,2014
6867,11469,Dreamscape,2015
6868,11472,Core Hammer,1999
6869,11472,Burning Away,2002
6870,11473,A Place to Die,2005
6871,11473,Tales from the Other Side,2007
6872,11474,Inhaling of Chaos,2006
6873,11476,Tales of Alienation,2003
6874,11477,Seeds of the Venomous,2010
6875,11478,Blackstone,1996
6876,11478,The Elfstones' Chronicles,1999
6877,11478,Nina,2004
6878,11478,Beyond the Pale,2011
6879,11478,Dreaming in Monochrome,2016
6880,11480,Human Hunting Season,2007
6881,11481,Liberación,2012
6882,11484,Nespithe,1993
6883,11485,The Demise of Gideon,2010
6884,11486,The Nightingale,2011
6885,11490,Attack from the Other Side,2005
6886,11490,Signed by Evil,2010
6887,11490,Webs of Life,2015
6888,11491,The Tomb,2005
6889,11491,Call of the Undead,2005
6890,11493,Carnage Mastermind,2013
6891,11494,Worldthrasher,2011
6892,11495,Brutal Blasphemy,2012
6893,11497,Violencia Exponencial,2008
6894,11498,Truth the Lie Revealed,1999
6895,11498,Catechism for Genuflected,2006
6896,11500,Condemned Creation,2001
6897,11500,Bloodlust,2003
6898,11500,Hymns of Apostasy,2008
6899,11500,Manifest Blasphemy,2011
6900,11501,DemonihiL,2014
6901,11507,Retaliation,2013
6902,11508,Killer Engine,2002
6903,11512,Trail of Devastation,2008
6904,11513,Phobia,2006
6905,11513,Ophiuchus,2010
6906,11516,Those Who Beheld the End,2016
6907,11517,Deplorable Immaculacy,2016
6908,11520,Remnants of Depravity,2015
6909,11524,As We Perish,2014
6910,11524,Preacher of Tragedy,2015
6911,11529,Sounds of Destruction,2008
6912,11531,The Pain We Don't Feel,2012
6913,11533,Rated-X,1995
6914,11533,High on Blood,1998
6915,11533,III,2000
6916,11533,Deranged,2001
6917,11533,Plainfield Cemetery,2002
6918,11533,Obscenities in B-flat,2006
6919,11533,The Redlight Murder Case,2008
6920,11533,Cut Carve Rip Serve,2011
6921,11533,Struck by a Murderous Siege,2016
6922,11534,Steel Clad & Super Bad,2012
6923,11535,Ideological Prey,2006
6924,11535,Unspoken Words,2009
6925,11535,Perpetuation,2012
6926,11536,Life of Human,2014
6927,11538,Graveyard Lovers,2016
6928,11540,Impossibility,2015
6929,11541,Through the Eyes of the Burdened,2011
6930,11541,Wither,2014
6931,11542,Darkened Reality,2003
6932,11544,Goat War Incantations,2006
6933,11547,Disfigured Arrangement,2014
6934,11549,Implicit Obedience,2012
6935,11549,Orphic Signs,2014
6936,11550,El despertar del genocida,2009
6937,11553,Fragments of a Crystalized Absence,2010
6938,11555,Addicted to the Chair,2001
6939,11555,Crucifucked,2005
6940,11560,Residuos despilfarros,2015
6941,11561,Fragments of Reprisal,2007
6942,11562,Embers of the Almighty,2013
6943,11563,In Your Despite,2009
6944,11563,Clenched,2011
6945,11563,Synergi,2016
6946,11564,God on Acid,2003
6947,11564,Revelation IV (Rise of the Nemesis),2009
6948,11565,Адский дом,2001
6949,11566,Life Goes On Without Me,2009
6950,11568,Paramnesia,2016
6951,11570,Masters of Hate,2012
6952,11571,Desvircuartizando genitales anodiarreicos,2014
6953,11572,Severance,1998
6954,11572,Suspended in Stone,2000
6955,11574,Tension Threat Satisfied,2010
6956,11575,The Dethalbum,2007
6957,11575,Dethalbum II,2009
6958,11575,Dethalbum III,2012
6959,11575,The Doomstar Requiem – A Klok Opera,2013
6960,11576,The Ghorusalem Codex Vol I: Enthroned upon a Spire,2009
6961,11576,The Ghorusalem Codex| Vol. 2: Of Magick & Tyranny,2011
6962,11576,Destroyers of the Realm,2015
6963,11577,Splitter,2008
6964,11579,Ultima Cena,1995
6965,11581,Bringer of Desolation,2007
6966,11581,Blind Souls,2012
6967,11582,Modern Slavery,2016
6968,11588,Street Corner Queen,1998
6969,11588,Here to Stay,1999
6970,11588,From the Midst of the Battle,2008
6971,11588,Deathbed Poetry: Hope Against Hope,2011
6972,11588,The Amen,2013
6973,11589,A Great Blessing,2013
6974,11590,Piercing Through an Empire,2016
6975,11591,Resurrection Denied,2014
6976,11593,Mask Industries,2006
6977,11595,The Fallen Prophet,2011
6978,11595,Pictures & Delusions,2012
6979,11597,Withdrawn into the Abyss Within,2007
6980,11598,Scorn Through an Absent Scene,2015
6981,11602,Paroxysm,2016
6982,11603,Venomous... The Demondome Symphony,2009
6983,11604,Inflicted Deviations,2011
6984,11604,66 Ways to Redemption,2013
6985,11605,Fall's Passage,2004
6986,11605,Eerie Sphere,2005
6987,11605,Fractured Mind,2009
6988,11605,Without Face,2012
6989,11606,Deviated Symphony,2001
6990,11607,Impending Demise,2015
6991,11609,The Absents Presence,2014
6992,11613,Self-Made Monster,2000
6993,11614,Technologies,2001
6994,11614,Calculated,2004
6995,11614,Oblivion,2011
6996,11614,Reprisal,2012
6997,11615,Forsaken,2014
6998,11618,Consuming the Morgue Remains,2012
6999,11618,Meconium Pestilent Abomination,2015
7000,11620,Ammunition for the Land Battle,2005
7001,11620,My Realm Darkness,2007
7002,11622,Watcher from the Shadows,2013
7003,11625,Devouring Humanity,2016
7004,11627,Molesting the Decapitated,1999
7005,11627,Butcher the Weak,2005
7006,11627,Butcher the Weak,2006
7007,11627,Unleash the Carnivore,2009
7008,11627,Conceived in Sewage,2013
7009,11628,Doubleueird,1998
7010,11628,Outsider,2015
7011,11630,วินาศกรรม,1995
7012,11630,บาป,1997
7013,11630,คลั่ง,1998
7014,11630,Naturalism,2005
7015,11630,Spiritual Leader,2011
7016,11630,Crisis,2014
7017,11631,Assassin,2013
7018,11632,Diabless,2013
7019,11644,Rise of the Rotten,2010
7020,11647,Maschinentanz,2010
7021,11648,Antagonist,2008
7022,11651,Black Deep Drown,2009
7023,11652,Bloangen,2003
7024,11654,September,2010
7025,11654,The Silence,2012
7026,11656,The Answer to Infection,2004
7027,11658,Disseminated Inapparent Infection,2014
7028,11662,News of the New World,2012
7029,11663,Tesseract,2013
7030,11663,RDS,2015
7031,11664,ØD,2011
7032,11665,Diminishing Breed,2011
7033,11668,Collapse of the Anthropocene,2013
7034,11671,Gateways to My Hell,2007
7035,11672,Край,2014
7036,11673,Die on Pure Adrenaline,2003
7037,11676,From the Fifth Sun,2014
7038,11680,Slavery of Disgusting Torture,2009
7039,11680,Severe Suffering,2012
7040,11680,Aftermath of the Apocalypse,2014
7041,11681,Perceptive Deception,2001
7042,11681,Stagnated Existence,2007
7043,11683,Discharge by Death,2010
7044,11684,Project 19,2013
7045,11684,Thanatopsis,2016
7046,11689,Behind the Doors of Perception,2011
7047,11693,Rei(g)ncarnation,2014
7048,11696,We All Reek,2008
7049,11697,Backworld,2011
7050,11701,Symptoms of Decline,2008
7051,11703,Cadavers,2014
7052,11704,Chronic Disembowelment,2007
7053,11705,Sunken Chambers of Nephilim,2010
7054,11705,Misery,2014
7055,11710,Zapotectron,2013
7056,11712,Psychotonic Abnormal Dismemberment,2012
7057,11712,Herbarium with Grotesque Necrotic Malformations,2014
7058,11712,Psychotonic Abnormal Dismemberment,2014
7059,11712,Deity of Hideous Fertility,2016
7060,11715,Cranial Impalement,1999
7061,11715,She Lay Gutted,1999
7062,11715,Consume the Forsaken,2002
7063,11715,Parallels of Infinite Torture,2005
7064,11718,Flesh Market,2013
7065,11719,Rampage of Misanthropic Purge,2015
7066,11720,Years of Torment,2004
7067,11720,Infinite Obliteration,2011
7068,11721,In Aeternum...,2000
7069,11722,Acts of Mortification,2004
7070,11722,Differentiated Punishment,2014
7071,11726,Soundtrack to Paranoid Minds,2005
7072,11729,Beinspender,2001
7073,11729,Screams of Pleasure,2009
7074,11730,Endless,1997
7075,11732,Original V.I.B.,2002
7076,11734,Inflaming War,2011
7077,11734,The Awakening,2015
7078,11735,Ad Majorem Dei Gloriam,2005
7079,11737,Eon Fragmentation,2009
7080,11738,The Old Lie,2013
7081,11748,Descent,2013
7082,11749,Blast Brain Carnage,2015
7083,11750,Display of Decay,2012
7084,11750,Dust of Existence,2015
7085,11751,Extermination Process,2013
7086,11755,Bloodlust & Blasphemy,2000
7087,11755,Apocalypse of the Damned,2002
7088,11755,Contamination,2003
7089,11755,Furor Arma Ministrat,2005
7090,11756,Agonized Wails of Disseverment,2016
7091,11759,Exogenesis,2011
7092,11762,Look to Forget,1994
7093,11762,The Intricacies of Nothingness,2014
7094,11766,Release of Insanity,2013
7095,11769,Eternity of Nothingness,2015
7096,11770,In the Reign of Death... I Monarch,2009
7097,11770,II The Grand Successor,2012
7098,11771,Innocent Victims,2001
7099,11773,Exile,2011
7100,11774,Ritual of Ra,2011
7101,11774,To Have Nothing,2012
7102,11775,Disfigured,2012
7103,11776,Dystonation,2012
7104,11777,Tales of Avalon,1999
7105,11780,Embodiment,2001
7106,11780,The Bitter Selfcaged Man,2002
7107,11781,Dracula ...for All Life Is the Blood,2004
7108,11781,Sin,2008
7109,11781,Killer Suites,2012
7110,11785,Allegory,2007
7111,11785,The Singularity,2009
7112,11786,Iisakin kirkko,2005
7113,11788,The End of Humanity,2011
7114,11789,Seven Plagues,2016
7115,11790,The Era of Destruction,2012
7116,11791,System Synthesis,2008
7117,11792,Babylon Ablaze,2007
7118,11796,Essence of Brutality,2005
7119,11796,Masochist,2010
7120,11799,In Darkness,2006
7121,11800,Born God and Aware,2006
7122,11801,Soul's Redemption,1996
7123,11802,A New Era Rises,2000
7124,11803,Archaic,2005
7125,11805,Obsidian,2000
7126,11805,Disharmonic,2003
7127,11806,Smoke Weed Worship Slam,2015
7128,11806,Scatalogical Erotic Perversionment,2016
7129,11806,Artificial Enresination,2016
7130,11808,Бездна,2009
7131,11808,Наследие,2012
7132,11808,The Heritage,2013
7133,11811,Mass Infection,2004
7134,11811,Black Hole,2005
7135,11811,Fish: Les démos 2002-2003 remis à neuf,2005
7136,11813,Engineered Devotion,2016
7137,11816,Verminate,2002
7138,11820,Landfill of the Butchered,2013
7139,11820,Penetrating Her Syphilic Cadaver,2016
7140,11822,Thrones of Redemption,2007
7141,11822,Beyond the Cold,2008
7142,11822,Return of the Dragon,2010
7143,11823,Human Anatomy,2011
7144,11823,Into the Cold Crypts of Dead Planet,2015
7145,11823,The Seventh Planet of the Infected Cygnus System,2016
7146,11827,Enemy of the Sun,2006
7147,11832,The Burden,2011
7148,11835,Within One,2009
7149,11835,Midnightmares,2012
7150,11836,Silence Before,2002
7151,11841,Metalhead,2014
7152,11842,Ultra Social Album,2009
7153,11842,Excruciating Severe Laceration,2012
7154,11842,Perverted Memories,2014
7155,11843,Disintegration of Thought Patterns During a Synthetic Mind Traveling Bliss,2002
7156,11844,Sadistic Independent of Bliss,2012
7157,11845,Drop of Fire,2015
7158,11847,Blistering Corpse Abortion,2009
7159,11848,Hail the Monsters,2015
7160,11850,Reborn,2015
7161,11851,Elektron,2015
7162,11852,The Legacy of Raúl: Quesadilla Warrior,2012
7163,11853,Intended to...,2003
7164,11853,Waiting for Silence,2008
7165,11853,Extracting Souls,2014
7166,11854,Ani já ani ty robit něbudzeme| šedněme do koča| vozit še budzeme,2013
7167,11857,Paradigm Shift,2009
7168,11857,The Twilight Enigma,2010
7169,11861,House of Pain,2005
7170,11864,Waiting for Punishment,2013
7171,11867,Dystopia,2015
7172,11869,Fallen Paradise,2007
7173,11869,Fragments of an Incomplete Puzzle,2009
7174,11869,Living on the Razor’s Edge,2011
7175,11869,Deadened,2015
7176,11870,Dystopia,2012
7177,11871,Shiva Rudrastakam,2014
7178,11874,Spheria,2013
7179,11875,The Progress of the Regress,2009
7180,11875,Uncomfortable Silences,2013
7181,11877,Never-Ending Road,2001
7182,11877,D.Y.I.N.G. W.I.S.H.,2005
7183,11877,Tükörország,2016
7184,11878,Insecure,2002
7185,11878,Semeïon,2008
7186,11878,Cabale,2011
7187,11881,Irrational Landscapes,2008
7188,11882,Septical Stomach-Pumped Remnants,2003
7189,11886,From Past Suffering Comes New Flesh,2008
7190,11886,Internal Devastation,2011
